Time,User full name,Affected user,Event context,Component,Event name,Description,Origin
"4/01/21, 23:04",anonfirstname31 anonlastname31,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '143' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 23:04",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"4/01/21, 22:38",anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: test_anon,User report,Grade user report viewed,The user with id '143' viewed the user report in the gradebook.,
"4/01/21, 22:38",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"4/01/21, 22:38",anonfirstname31 anonlastname31,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '143' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 22:30",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: test_anon,User report,Grade user report viewed,The user with id '174' viewed the user report in the gradebook.,
"4/01/21, 22:28",anonfirstname65 anonlastname65,anonfirstname65 anonlastname65,Course: test_anon,User report,Grade user report viewed,The user with id '177' viewed the user report in the gradebook.,
"4/01/21, 22:27",anonfirstname65 anonlastname65,-,Course: test_anon,System,Course viewed,The user with id '177' viewed the course with id '11'.,
"4/01/21, 21:42",anonfirstname51 anonlastname51,anonfirstname51 anonlastname51,Course: test_anon,Overview report,Grade overview report viewed,The user with id '163' viewed the overview report in the gradebook.,
"4/01/21, 21:42",anonfirstname51 anonlastname51,anonfirstname51 anonlastname51,Course: test_anon,User report,Grade user report viewed,The user with id '163' viewed the user report in the gradebook.,
"4/01/21, 21:42",anonfirstname51 anonlastname51,-,Course: test_anon,System,Course viewed,The user with id '163' viewed the course with id '11'.,
"4/01/21, 21:26",anonfirstname31 anonlastname31,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '143' viewed the 'url' activity with course module id '606'.,
"4/01/21, 21:18",anonfirstname66 anonlastname66,anonfirstname66 anonlastname66,Course: test_anon,User report,Grade user report viewed,The user with id '178' viewed the user report in the gradebook.,
"4/01/21, 21:17",anonfirstname66 anonlastname66,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '178' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 21:16",anonfirstname47 anonlastname47,anonfirstname47 anonlastname47,Course: test_anon,User report,Grade user report viewed,The user with id '159' viewed the user report in the gradebook.,
"4/01/21, 21:16",anonfirstname47 anonlastname47,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '159' viewed the instance list for the module 'assign' in the course with id '11'.,
"4/01/21, 21:16",anonfirstname47 anonlastname47,-,Course: test_anon,System,Course viewed,The user with id '159' viewed the course with id '11'.,
"4/01/21, 21:09",anonfirstname31 anonlastname31,-,URL: Syllabus info SVHI.06.016 (20/21 A block mode),URL,Course module viewed,The user with id '143' viewed the 'url' activity with course module id '603'.,
"4/01/21, 21:08",anonfirstname31 anonlastname31,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '143' viewed the 'url' activity with course module id '606'.,
"4/01/21, 21:06",anonfirstname31 anonlastname31,-,URL: Syllabus info SVHI.06.016 (20/21 A block mode),URL,Course module viewed,The user with id '143' viewed the 'url' activity with course module id '603'.,
"4/01/21, 21:05",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: test_anon,Overview report,Grade overview report viewed,The user with id '160' viewed the overview report in the gradebook.,
"4/01/21, 21:05",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: test_anon,User report,Grade user report viewed,The user with id '160' viewed the user report in the gradebook.,
"4/01/21, 21:05",anonfirstname48 anonlastname48,-,Course: test_anon,System,Course viewed,The user with id '160' viewed the course with id '11'.,
"4/01/21, 21:05",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"4/01/21, 21:05",anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: test_anon,User report,Grade user report viewed,The user with id '143' viewed the user report in the gradebook.,
"4/01/21, 21:04",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: test_anon,User report,Grade user report viewed,The user with id '160' viewed the user report in the gradebook.,
"4/01/21, 21:04",anonfirstname48 anonlastname48,-,Course: test_anon,System,Course viewed,The user with id '160' viewed the course with id '11'.,
"4/01/21, 19:40",anonfirstname68 anonlastname68,anonfirstname68 anonlastname68,Course: test_anon,System,Course user report viewed,The user with id '180' viewed the user report for the course with id '11' for user with id '180'.,
"4/01/21, 19:38",anonfirstname59 anonlastname59,anonfirstname59 anonlastname59,Course: test_anon,User report,Grade user report viewed,The user with id '171' viewed the user report in the gradebook.,
"4/01/21, 19:38",anonfirstname59 anonlastname59,-,Course: test_anon,System,Course viewed,The user with id '171' viewed the course with id '11'.,
"4/01/21, 18:11",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Course: test_anon,User report,Grade user report viewed,The user with id '176' viewed the user report in the gradebook.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,-,Course: test_anon,System,Course viewed,The user with id '176' viewed the course with id '11'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '176' viewed the 'assign' activity with course module id '640'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '176' viewed the feedback for the user with id '176' for the assignment with course module id '640'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '176' has viewed the submission status page for the assignment with course module id '640'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '176' viewed the 'assign' activity with course module id '698'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '176' viewed the feedback for the user with id '176' for the assignment with course module id '698'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '176' has viewed the submission status page for the assignment with course module id '698'.,
"4/01/21, 18:09",anonfirstname64 anonlastname64,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '176' viewed the instance list for the module 'assign' in the course with id '11'.,
"4/01/21, 18:08",anonfirstname64 anonlastname64,-,Assignment: Assignment 4: Revise and Resubmit,Assignment,Course module viewed,The user with id '176' viewed the 'assign' activity with course module id '708'.,
"4/01/21, 18:08",anonfirstname64 anonlastname64,-,Assignment: Assignment 4: Revise and Resubmit,Assignment,The status of the submission has been viewed.,The user with id '176' has viewed the submission status page for the assignment with course module id '708'.,
"4/01/21, 18:08",anonfirstname64 anonlastname64,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '176' viewed the instance list for the module 'assign' in the course with id '11'.,
"4/01/21, 17:50",anonfirstname67 anonlastname67,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '179' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 17:50",anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Course: test_anon,User report,Grade user report viewed,The user with id '179' viewed the user report in the gradebook.,
"4/01/21, 17:49",anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Course: test_anon,User report,Grade user report viewed,The user with id '179' viewed the user report in the gradebook.,
"4/01/21, 17:49",anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Course: test_anon,Overview report,Grade overview report viewed,The user with id '179' viewed the overview report in the gradebook.,
"4/01/21, 17:48",anonfirstname67 anonlastname67,-,Course: test_anon,System,Course viewed,The user with id '179' viewed the course with id '11'.,
"4/01/21, 17:48",anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Course: test_anon,Overview report,Grade overview report viewed,The user with id '179' viewed the overview report in the gradebook.,
"4/01/21, 17:46",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"4/01/21, 17:45",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"4/01/21, 17:45",anonfirstname62 anonlastname62,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '174' viewed the instance list for the module 'assign' in the course with id '11'.,
"4/01/21, 17:43",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"4/01/21, 17:43",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: test_anon,Overview report,Grade overview report viewed,The user with id '174' viewed the overview report in the gradebook.,
"4/01/21, 17:42",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: test_anon,Overview report,Grade overview report viewed,The user with id '174' viewed the overview report in the gradebook.,
"4/01/21, 17:42",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: test_anon,User report,Grade user report viewed,The user with id '174' viewed the user report in the gradebook.,
"4/01/21, 17:35",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"4/01/21, 17:29",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: test_anon,User report,Grade user report viewed,The user with id '174' viewed the user report in the gradebook.,
"4/01/21, 17:29",anonfirstname62 anonlastname62,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '174' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 17:09",anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: test_anon,User report,Grade user report viewed,The user with id '143' viewed the user report in the gradebook.,
"4/01/21, 17:09",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"4/01/21, 16:45",anonfirstname65 anonlastname65,anonfirstname65 anonlastname65,Course: test_anon,User report,Grade user report viewed,The user with id '177' viewed the user report in the gradebook.,
"4/01/21, 16:45",anonfirstname65 anonlastname65,-,Course: test_anon,System,Course viewed,The user with id '177' viewed the course with id '11'.,
"4/01/21, 16:41",anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,Course: test_anon,User report,Grade user report viewed,The user with id '165' viewed the user report in the gradebook.,
"4/01/21, 16:41",anonfirstname53 anonlastname53,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '165' viewed the instance list for the module 'assign' in the course with id '11'.,
"4/01/21, 16:41",anonfirstname53 anonlastname53,-,Course: test_anon,Quiz,Course module instance list viewed,The user with id '165' viewed the instance list for the module 'quiz' in the course with id '11'.,
"4/01/21, 16:40",anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,Course: test_anon,User report,Grade user report viewed,The user with id '165' viewed the user report in the gradebook.,
"4/01/21, 16:31",anonfirstname49 anonlastname49,-,Course: test_anon,System,User list viewed,The user with id '161' viewed the list of users in the course with id '11'.,
"4/01/21, 16:30",anonfirstname12 anonlastname12,-,Feedback: Feedback for the Course,Feedback,Course module viewed,The user with id '124' viewed the 'feedback' activity with course module id '605'.,
"4/01/21, 16:30",anonfirstname12 anonlastname12,-,Course: test_anon,System,Course viewed,The user with id '124' viewed the course with id '11'.,
"4/01/21, 16:29",anonfirstname12 anonlastname12,anonfirstname67 anonlastname67,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:29",anonfirstname49 anonlastname49,anonfirstname49 anonlastname49,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '161' viewed the feedback for the user with id '161' for the assignment with course module id '640'.,
"4/01/21, 16:29",anonfirstname49 anonlastname49,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '161' viewed the 'assign' activity with course module id '640'.,
"4/01/21, 16:29",anonfirstname49 anonlastname49,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '161' has viewed the submission status page for the assignment with course module id '640'.,
"4/01/21, 16:28",anonfirstname12 anonlastname12,anonfirstname56 anonlastname56,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:28",anonfirstname12 anonlastname12,anonfirstname66 anonlastname66,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:27",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:27",anonfirstname49 anonlastname49,anonfirstname49 anonlastname49,Course: test_anon,User report,Grade user report viewed,The user with id '161' viewed the user report in the gradebook.,
"4/01/21, 16:27",anonfirstname49 anonlastname49,-,Course: test_anon,System,Course viewed,The user with id '161' viewed the course with id '11'.,
"4/01/21, 16:27",anonfirstname12 anonlastname12,anonfirstname48 anonlastname48,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:26",anonfirstname12 anonlastname12,anonfirstname66 anonlastname66,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:26",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:26",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:25",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:25",anonfirstname55 anonlastname55,anonfirstname55 anonlastname55,Course: test_anon,User report,Grade user report viewed,The user with id '167' viewed the user report in the gradebook.,
"4/01/21, 16:25",anonfirstname55 anonlastname55,-,Course: test_anon,System,Course viewed,The user with id '167' viewed the course with id '11'.,
"4/01/21, 16:25",anonfirstname12 anonlastname12,anonfirstname64 anonlastname64,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:25",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:25",anonfirstname55 anonlastname55,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '167' viewed the 'assign' activity with course module id '640'.,
"4/01/21, 16:25",anonfirstname55 anonlastname55,anonfirstname55 anonlastname55,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '167' viewed the feedback for the user with id '167' for the assignment with course module id '640'.,
"4/01/21, 16:25",anonfirstname55 anonlastname55,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '167' has viewed the submission status page for the assignment with course module id '640'.,
"4/01/21, 16:24",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:23",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:22",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:21",anonfirstname12 anonlastname12,anonfirstname60 anonlastname60,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:20",anonfirstname12 anonlastname12,anonfirstname67 anonlastname67,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:20",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:20",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:20",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:20",anonfirstname73 anonlastname73,-,Course: test_anon,System,Course viewed,The user with id '185' viewed the course with id '11'.,
"4/01/21, 16:18",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:18",anonfirstname12 anonlastname12,anonfirstname67 anonlastname67,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:16",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:16",anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Course: test_anon,System,Course user report viewed,The user with id '172' viewed the user report for the course with id '11' for user with id '172'.,
"4/01/21, 16:16",anonfirstname12 anonlastname12,anonfirstname62 anonlastname62,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:16",anonfirstname60 anonlastname60,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '172' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 16:16",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:16",anonfirstname60 anonlastname60,-,Course: test_anon,System,Course viewed,The user with id '172' viewed the course with id '11'.,
"4/01/21, 16:15",anonfirstname73 anonlastname73,anonfirstname73 anonlastname73,Course: test_anon,User report,Grade user report viewed,The user with id '185' viewed the user report in the gradebook.,
"4/01/21, 16:15",anonfirstname73 anonlastname73,-,Course: test_anon,System,Course viewed,The user with id '185' viewed the course with id '11'.,
"4/01/21, 16:14",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:14",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:13",anonfirstname12 anonlastname12,anonfirstname66 anonlastname66,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:13",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:12",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:11",anonfirstname12 anonlastname12,-,Course: test_anon,System,Grade item updated,The user with id '124' updated a grade item with id '104943' of type 'mod' and name 'Upload your notebooks and screenshots' in the course with the id '11'.,
"4/01/21, 16:11",anonfirstname12 anonlastname12,-,Course: test_anon,System,Grade item updated,The user with id '124' updated a grade item with id '107575' of type 'mod' and name 'Fourth (4th) Graded Assignment: the final version of the analytics model' in the course with the id '11'.,
"4/01/21, 16:11",anonfirstname12 anonlastname12,-,Course: test_anon,System,Grade item updated,The user with id '124' updated a grade item with id '157301' of type 'category' and name '' in the course with the id '11'.,
"4/01/21, 16:11",anonfirstname12 anonlastname12,-,Course: test_anon,System,Grade item updated,The user with id '124' updated a grade item with id '155747' of type 'mod' and name 'Assignment 4: Revise and Resubmit' in the course with the id '11'.,
"4/01/21, 16:11",anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,Course: test_anon,User report,Grade user report viewed,The user with id '165' viewed the user report in the gradebook.,
"4/01/21, 16:11",anonfirstname53 anonlastname53,-,Course: test_anon,Feedback,Course module instance list viewed,The user with id '165' viewed the instance list for the module 'feedback' in the course with id '11'.,
"4/01/21, 16:11",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:11",anonfirstname53 anonlastname53,-,Quiz: E-exam,Quiz,Course module viewed,The user with id '165' viewed the 'quiz' activity with course module id '716'.,
"4/01/21, 16:10",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:10",anonfirstname53 anonlastname53,-,Course: test_anon,Quiz,Course module instance list viewed,The user with id '165' viewed the instance list for the module 'quiz' in the course with id '11'.,
"4/01/21, 16:10",anonfirstname53 anonlastname53,-,Course: test_anon,System,Course viewed,The user with id '165' viewed the course with id '11'.,
"4/01/21, 16:10",anonfirstname12 anonlastname12,anonfirstname66 anonlastname66,Course: test_anon,User report,Grade user report viewed,The user with id '124' viewed the user report in the gradebook.,
"4/01/21, 16:10",anonfirstname12 anonlastname12,-,Course: test_anon,System,Grade item updated,The user with id '124' updated a grade item with id '102474' of type 'course' and name '' in the course with the id '11'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname71 anonlastname71,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3082' for the user with id '183' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname59 anonlastname59,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3072' for the user with id '171' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname60 anonlastname60,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3071' for the user with id '172' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname61 anonlastname61,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3086' for the user with id '173' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname3 anonlastname3,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3073' for the user with id '115' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname8 anonlastname8,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3097' for the user with id '120' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname31 anonlastname31,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3074' for the user with id '143' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname47 anonlastname47,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3092' for the user with id '159' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname48 anonlastname48,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3081' for the user with id '160' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname49 anonlastname49,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3098' for the user with id '161' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname51 anonlastname51,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3088' for the user with id '163' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname53 anonlastname53,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3080' for the user with id '165' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname54 anonlastname54,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3077' for the user with id '166' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname55 anonlastname55,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3093' for the user with id '167' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname56 anonlastname56,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3076' for the user with id '168' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname57 anonlastname57,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3079' for the user with id '169' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname58 anonlastname58,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3075' for the user with id '170' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname62 anonlastname62,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3089' for the user with id '174' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname63 anonlastname63,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3091' for the user with id '175' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname64 anonlastname64,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3090' for the user with id '176' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname65 anonlastname65,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3095' for the user with id '177' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname66 anonlastname66,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3083' for the user with id '178' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname67 anonlastname67,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3084' for the user with id '179' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname68 anonlastname68,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3085' for the user with id '180' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname69 anonlastname69,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3094' for the user with id '181' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname70 anonlastname70,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3070' for the user with id '182' for the grade item with id '93'.,
"4/01/21, 16:09",anonfirstname12 anonlastname12,anonfirstname73 anonlastname73,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3068' for the user with id '185' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: test_anon,Single view,Grade single view report viewed.,The user with id '124' viewed the singleview report in the gradebook.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,-,Course: test_anon,Grader report,Grader report viewed,The user with id '124' viewed the grader report in the gradebook.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname31 anonlastname31,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3074' for the user with id '143' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname58 anonlastname58,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3075' for the user with id '170' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname56 anonlastname56,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3076' for the user with id '168' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname54 anonlastname54,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3077' for the user with id '166' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname52 anonlastname52,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3078' for the user with id '164' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname57 anonlastname57,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3079' for the user with id '169' for the grade item with id '93'.,
"4/01/21, 16:08",anonfirstname12 anonlastname12,anonfirstname53 anonlastname53,Course: test_anon,System,User graded,The user with id '124' updated the grade with id '3080' for the user with id '165' for the grade item with id '93'.,
